문서,페이지,종류,내용
급여규정.json,11,paragraph,<br><p id='10' data-category='paragraph' style='font-size:20px'>② 직무급은 해당직무의 수행기간에 한해 매월 1일 직무 기준으로계산하여 지급한다.<br>③ 겸직발령 등으로 직무급이 중복되는 경우 상위 직무등급을 기준으로 지급하며 중복지<br>급하지 아니한다.<br>④ 직무등급 운영 등 세부기준은 사장이 따로 정한다.<br>제42조(임금피크제) 「인사규정」 제30조의 적용을 받는 임금피크 대상자의 보수는 「임</p>
급여규정.json,11,paragraph,<br><p id='11' data-category='paragraph' style='font-size:20px'>④ 상여금지급기간중 감봉처분을 받은 경우에는 감봉되기 전의 통상임금으로 산출한 금<br>액에서 감봉 1개월에 1할씩 감하여 지급한다.</p>
급여규정.json,12,paragraph,"<p id='12' data-category='paragraph' style='font-size:20px'>금피크제 운영규정」 에 의하며, 그 밖에 세부적인 사항은 사장이 따로 정한다.<br>&lt;조 개정 2018.12.31&gt;</p>"
급여규정.json,12,equation,<p id='13' data-category='equation'>$$\begin{array}{l}{{\frac{13}{7}\tilde{\ 2}|}}\end{array}\left(2004.03.03\right)$$</p>
급여규정.json,12,paragraph,<br><p id='14' data-category='paragraph' style='font-size:20px'>이 규정은 2004년 3월 3일부터 시행한다.</p>
급여규정.json,12,paragraph,<p id='15' data-category='paragraph' style='font-size:14px'>부칙 (2004.01.01)</p>
급여규정.json,12,paragraph,"<br><p id='16' data-category='paragraph' style='font-size:20px'>이 규정은 2004년 3월 29일부터 시행하되, 2004년 1월 1일부터 적용한다.</p>"
급여규정.json,12,paragraph,<p id='17' data-category='paragraph' style='font-size:14px'>부칙 (2004.07.01)</p>
급여규정.json,12,paragraph,<br><p id='18' data-category='paragraph' style='font-size:20px'>이 규정은 2004년 7월 1일부터 적용한다.</p>
급여규정.json,12,paragraph,<p id='19' data-category='paragraph' style='font-size:16px'>부칙 (2005.01.01)</p>
급여규정.json,12,paragraph,<br><p id='20' data-category='paragraph' style='font-size:20px'>이 규정은 2005년 1월 1일부터 적용한다.</p>
급여규정.json,12,paragraph,<p id='21' data-category='paragraph' style='font-size:14px'>부칙 (2005.02.06)</p>
급여규정.json,12,paragraph,"<br><p id='22' data-category='paragraph' style='font-size:20px'>이 규정은 2005년 2월 26일부터 적용한다. 다만, 제4조, 제6조 및 제23조의 개정규정은<br>2005년 1월 1일부터 시행한다.</p>"
급여규정.json,12,equation,<p id='23' data-category='equation'>$$\pm5\pm5\ \ (2005.07.01)$$</p>
급여규정.json,12,paragraph,<br><p id='24' data-category='paragraph' style='font-size:20px'>이 규정은 2005년 7월 1일부터 시행한다.</p>
급여규정.json,12,paragraph,<p id='25' data-category='paragraph' style='font-size:14px'>부칙 (2006.01.01)</p>
급여규정.json,12,paragraph,<br><p id='26' data-category='paragraph' style='font-size:20px'>이 규정은 2006년 1월 1일부터 시행한다.</p>
급여규정.json,12,paragraph,<p id='27' data-category='paragraph' style='font-size:14px'>부칙 (2006.06.29)</p>
급여규정.json,12,paragraph,"<br><p id='28' data-category='paragraph' style='font-size:20px'>이 규정은 2006년 6월 29일부터 시행하되, 2006년 1월 1일부터 적용한다.</p>"
급여규정.json,12,paragraph,<p id='29' data-category='paragraph' style='font-size:14px'>부칙 (2007.01.01)</p>
급여규정.json,12,paragraph,<br><p id='30' data-category='paragraph' style='font-size:20px'>이 규정은 2007년 1월 1일부터 시행한다.</p>
급여규정.json,12,paragraph,<p id='31' data-category='paragraph' style='font-size:14px'>부칙 (2007.06.01)</p>
급여규정.json,12,paragraph,"<br><p id='32' data-category='paragraph' style='font-size:20px'>제1조 (시행일) 이 규정은 2007년 6월 1일부터 시행한다. 다만, 별표2-1의 봉급표는<br>2007년 1월1일부터 2007년 5월31일까지 한하여 적용하며, 별표3의 제수당 지급기준표<br>중 대우수당, 민원창구수당 및 별표5의 연봉대상자 연봉표는 2007년 1월1일부터 적용한<br>다.</p>"
급여규정.json,13,paragraph,<p id='33' data-category='paragraph' style='font-size:20px'>제2조 (호봉획정) 시행일 현재 재직직원의 호봉 재획정과 신규채용 직원의 초임호봉획정<br>은 다음 각호에 따른다.</p>
급여규정.json,13,paragraph,"<br><p id='34' data-category='paragraph' style='font-size:18px'>1. 재직직원 : 기존호봉에서 1급 17호, 2급 14호, 3급 11호, 4급 8호, 5급(기능직1등<br>급) 5호, 6급(기능직2등급) 2호봉을 각각 차감한다.<br>2. 신규채용직원 : 별표4의 근무경력을 인정하여 가산한 경우에는 제1호에 따른다.<br>3. 제1호부터 제2호에 따라 호봉을 획정하는 경우 최저호봉은 1호봉으로 한다.</p>"
급여규정.json,13,paragraph,<p id='35' data-category='paragraph' style='font-size:14px'>부칙 (2007.08.03)</p>
급여규정.json,13,paragraph,<br><p id='36' data-category='paragraph' style='font-size:20px'>이 규정은 2007년 8월 3일부터 시행한다.</p>
급여규정.json,13,paragraph,<p id='37' data-category='paragraph' style='font-size:14px'>부칙 (2007.12.01)</p>
급여규정.json,13,paragraph,<br><p id='38' data-category='paragraph' style='font-size:20px'>이 규정은 2007년 12월 1일부터 시행한다.</p>
급여규정.json,13,paragraph,<p id='39' data-category='paragraph' style='font-size:16px'>부칙 (2008.03.28)</p>
급여규정.json,13,paragraph,"<br><p id='40' data-category='paragraph' style='font-size:20px'>이 규정은 2008년 3월 28일부터 시행하되, 2008년 1월 1일부터 적용한다.</p>"
급여규정.json,13,paragraph,<p id='41' data-category='paragraph' style='font-size:14px'>부칙 (2008.04.25)</p>
급여규정.json,13,paragraph,"<br><p id='42' data-category='paragraph' style='font-size:20px'>이 규정은 2008년 4월 25일부터 시행하되, 2008년 2월 21일부터 적용한다.</p>"
급여규정.json,13,paragraph,<p id='43' data-category='paragraph' style='font-size:14px'>부칙 (2008.11.01)</p>
급여규정.json,13,paragraph,<br><p id='44' data-category='paragraph' style='font-size:20px'>이 규정은 2008년 11월 1일부터 시행한다.</p>
급여규정.json,13,paragraph,<p id='45' data-category='paragraph' style='font-size:16px'>부칙 (2009.01.01)</p>
급여규정.json,13,paragraph,<br><p id='46' data-category='paragraph' style='font-size:20px'>이 규정은 2009년 1월 1일부터 시행한다.</p>
급여규정.json,13,paragraph,<p id='47' data-category='paragraph' style='font-size:14px'>부칙 (2009.04.15)</p>
급여규정.json,13,paragraph,<br><p id='48' data-category='paragraph' style='font-size:20px'>이 규정은 2009년 4월 15일부터 시행하되 2009년 4월 1일부터 적용한다.</p>
급여규정.json,13,paragraph,<p id='49' data-category='paragraph' style='font-size:14px'>부칙 (2009.08.01)</p>
급여규정.json,13,paragraph,<br><p id='50' data-category='paragraph' style='font-size:20px'>이 규정은 2009년 8월 1일부터 시행한다.</p>
급여규정.json,13,paragraph,<p id='51' data-category='paragraph' style='font-size:14px'>부칙 (2010.07.01)</p>
급여규정.json,13,paragraph,<br><p id='52' data-category='paragraph' style='font-size:20px'>이 규정은 2010년 7월 1일부터 시행한다.</p>
급여규정.json,13,paragraph,<p id='53' data-category='paragraph' style='font-size:14px'>부칙 (2010.09.10)</p>
급여규정.json,13,paragraph,"<br><p id='54' data-category='paragraph' style='font-size:20px'>이 규정은 2010년 9월 10일부터 시행하되,[별표3] 제수당지급기준표의 가족수당은 2010<br>년 1월 1일부터 적용한다.</p>"
급여규정.json,13,paragraph,<p id='55' data-category='paragraph' style='font-size:14px'>부칙 (2011.01.01)</p>
급여규정.json,14,paragraph,"<p id='56' data-category='paragraph' style='font-size:20px'>이 규정은 2011년 1월 1일부터 시행한다. 다만, [별표6] 명예퇴직금 지급액산정표의 개<br>정규정은 연수원장·연구원장·본부장에 한하여 2010년 12월 1일부터 적용한다.</p>"
급여규정.json,14,paragraph,<p id='57' data-category='paragraph' style='font-size:18px'>부칙 (2011.11.28)<br>이 규정은 2011년 11월 28일부터 시행하되 2011년 1월 1일부터 적용한다.</p>
급여규정.json,14,paragraph,<p id='58' data-category='paragraph' style='font-size:16px'>부칙 (2012.01.01)</p>
급여규정.json,14,paragraph,<br><p id='59' data-category='paragraph' style='font-size:20px'>이 규정은 2012년 1월 1일부터 시행한다.</p>
급여규정.json,14,paragraph,<p id='60' data-category='paragraph' style='font-size:16px'>부칙 (2012.09.26)</p>
급여규정.json,14,paragraph,"<br><p id='61' data-category='paragraph' style='font-size:20px'>이 규정은 2012년 9월 26일부터 시행하되, 2012년 1월 1일부터 적용한다.다만, [별표2]<br>직원 봉급액표는2012년9월30일까지 적용하고, [별표2의1]직원 봉급액표는2012년10월1<br>일부터 적용한다.</p>"
급여규정.json,14,paragraph,<p id='62' data-category='paragraph' style='font-size:14px'>부칙 (2013.02.14)</p>
급여규정.json,14,paragraph,<br><p id='63' data-category='paragraph' style='font-size:20px'>이 규정은 2013년 2월 14일부터 시행한다.</p>
급여규정.json,14,paragraph,<p id='64' data-category='paragraph' style='font-size:14px'>부칙 (2013.03.01)</p>
급여규정.json,14,paragraph,<br><p id='65' data-category='paragraph' style='font-size:20px'>이 규정은 2013년 3월 1일부터 시행한다.</p>
급여규정.json,14,paragraph,<p id='66' data-category='paragraph' style='font-size:14px'>부칙 (2013.06.04)</p>
급여규정.json,14,paragraph,<br><p id='67' data-category='paragraph' style='font-size:20px'>이 규정은 2013년 6월 4일부터 시행한다.</p>
급여규정.json,14,paragraph,<p id='68' data-category='paragraph' style='font-size:14px'>부칙 (2013.09.27)</p>
급여규정.json,14,paragraph,"<br><p id='69' data-category='paragraph' style='font-size:20px'>이 규정은 2013년 9월 27일부터 시행하되, 2013년 1월 1일부터 적용한다. 다만, [별표<br>2] 직원봉급액표의 7급(을) 호봉상한 조정과 [별표3] 제수당 지급기준표의 초과근무수당<br>은 2013년 9월 25일부터 적용한다.</p>"
급여규정.json,14,paragraph,<p id='70' data-category='paragraph' style='font-size:14px'>부칙 (2014.01.25)</p>
급여규정.json,14,paragraph,"<br><p id='71' data-category='paragraph' style='font-size:20px'>이 규정은 2014년 1월 25일부터 시행하되, 2014년 1월 1일부터 적용한다.</p>"
급여규정.json,14,paragraph,<p id='72' data-category='paragraph' style='font-size:14px'>부칙 (2014.07.18)</p>
급여규정.json,14,paragraph,<br><p id='73' data-category='paragraph' style='font-size:20px'>이 규정은 2014년 7월 18일부터 시행한다.</p>
급여규정.json,14,paragraph,<p id='74' data-category='paragraph' style='font-size:14px'>부칙 (2014.12.15)</p>
급여규정.json,14,paragraph,"<br><p id='75' data-category='paragraph' style='font-size:20px'>이 규정은 2014년 12월 15일부터 시행하되, 2014년 1월 1일부터 적용한다. 다만, 제6조<br>제2항과 별표5의 연봉대상자 연봉표 중 사장, 감사, 부사장, 사업이사, 관리이사 연봉액<br>은 2015년 1월 1일부터 적용하며, 별표3의 제수당 지급기준표 중 가계지원수당 지급일</p>"
급여규정.json,15,paragraph,"<p id='76' data-category='paragraph' style='font-size:20px'>을 2014년 12월 31일까지는 4월, 6월 봉급지급일로 한다.</p>"
급여규정.json,15,paragraph,<p id='77' data-category='paragraph' style='font-size:16px'>부칙 (2015.01.01)</p>
급여규정.json,15,paragraph,<br><p id='78' data-category='paragraph' style='font-size:20px'>이 규정은 2015년 1월 1일부터 시행한다.</p>
급여규정.json,15,paragraph,<p id='79' data-category='paragraph' style='font-size:14px'>부칙 (2015.06.17)</p>
급여규정.json,15,paragraph,<br><p id='80' data-category='paragraph' style='font-size:20px'>이 규정은 2015년 6월 17일부터 시행한다.</p>
급여규정.json,15,paragraph,<p id='81' data-category='paragraph' style='font-size:14px'>부칙 (2015.11.01)</p>
급여규정.json,15,paragraph,<br><p id='82' data-category='paragraph' style='font-size:20px'>이 규정은 2015년 11월 1일부터 시행한다.</p>
급여규정.json,15,paragraph,<p id='83' data-category='paragraph' style='font-size:14px'>부칙 (2015.12.15)</p>
급여규정.json,15,paragraph,<br><p id='84' data-category='paragraph' style='font-size:20px'>제1조 (시행일) 이 규정은 2016년 1월 1일부터 시행한다.<br>제2조 (경과조치) 이 규정 시행 전에 전문직원으로 전직된 직원에 대해서는 종전 규정을<br>적용한다.</p>
급여규정.json,15,paragraph,<p id='85' data-category='paragraph' style='font-size:14px'>부칙 (2015.12.24)</p>
급여규정.json,15,paragraph,"<br><p id='86' data-category='paragraph' style='font-size:20px'>제1조 (시행일) 이 규정은 2015년 12월 24일부터 시행하되, 2015년 1월 1일부터 적용<br>한다.<br>제2조 (경과조치) ① 별표2,별표3,별표4,별표6및 별표7은 각각 2015년 1월 1일부터2015<br>년 12월 31일까지 적용한다.<br>② 별표2의2,별표3의2,별표4의2,제9조제2항제1호,제14조제3항,별표6의2,제31조제1항,제<br>33조제3항,별표7의2및 제35조의2는 각각2016년 1월 1일부터 적용한다.<br>③ 제34조제5항은 2015년 12월 24일부터 적용한다.<br>④ 2015년12월31일 이전에 인사규정 제39조제1항제1호에 따라 휴직 중인 직원은 그 기<br>간 중 통상임금(연봉제 대상자는 연봉월액)의8할을 지급하되,인사규정 제40조제1호에 따<br>라 휴직기간을 연장하여 휴직기간이1년을 초과한 때에는 그 기간 중 통상임금(연봉제 대<br>상자는 연봉월액)의4할을 지급한다.<br>⑤ 연봉제 직원(4급 이하 계약직,보조직 제외)은 2015년 12월 31일 기준개인별 기본연<br>봉에서6%상승한 금액을2016년도 개인별 기본연봉으로책정한다.</p>"
